EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,SKED_SEQ_NO,MONTH,DAY,HOUR
2025/02/20,267.81,A,AL,AL08,ELBERTA,US,1,UNATNDD,,
2025/02/20,269.0,A,AL,AL55,ELBERTA,US,1,UNATNDD,,
2025/02/20,287.1,A,AL,EDN,ENTERPRISE,US,1,ALL,MONDAY - FRIDAY,0700 - 1700
2025/02/20,287.1,A,AL,EDN,ENTERPRISE,US,2,ALL,SATURDAY,0800 - 1700
2025/02/20,287.1,A,AL,EDN,ENTERPRISE,US,3,ALL,SUNDAY,UNATNDD
2025/02/20,290.0,A,AL,EUF,EUFAULA,US,1,ALL,ALL,0800-1700
2025/02/20,293.0,A,AL,3A7,EUTAW,US,1,UNATNDD,,
2025/02/20,293.01,H,AL,09AL,EUTAW,US,1,UNATNDD,,
2025/02/20,296.0,A,AL,GZH,EVERGREEN,US,1,ALL,MON-FRI,0800-1700
2025/02/20,296.01,H,AL,0AL3,EVERGREEN,US,1,UNATNDD,,
2025/02/20,300.3,A,AL,CQF,FAIRHOPE,US,1,ALL,ALL,0600-2000
2025/02/20,302.0,A,AL,M95,FAYETTE,US,1,ALL,MON-FRI,0900-1300
2025/02/20,302.01,H,AL,3AL0,FAYETTE,US,1,UNATNDD,,
2025/02/20,305.0,A,AL,4AL7,FLAT ROCK,US,1,UNATNDD,,
2025/02/20,305.01,H,AL,43AL,FLAT ROCK,US,1,ALL,ALL,ALL
2025/02/20,306.0,A,AL,0AL5,FLOMATON,US,1,UNATNDD,,
2025/02/20,308.1,H,AL,7AL8,FLORALA,US,1,UNATTENDED,,
2025/02/20,308.5,A,AL,0J4,FLORALA,US,1,ALL,ALL,0800-2400
2025/02/20,310.0,C,AL,AL46,FLORENCE,US,1,UNATNDD,,
2025/02/20,310.1,A,AL,0AL9,FLORENCE,US,1,UNATNDD,,
2025/02/20,323.0,A,AL,0AL1,FOLEY,US,1,UNATNDD,,
2025/02/20,323.23,A,AL,02AL,FOLEY,US,1,UNATNDD,,
2025/02/20,323.24,H,AL,3AL4,FOLEY,US,1,ALL,ALL,ALL
2025/02/20,323.3,A,AL,5R4,FOLEY,US,1,ALL,ALL,0800-1700
2025/02/20,323.4,A,AL,NBJ,FOLEY,US,3,ALL,SAT-SUN,CLSD
2025/02/20,323.4,A,AL,NBJ,FOLEY,US,4,ALL,HOLS,CLSD
2025/02/20,323.4,A,AL,NBJ,FOLEY,US,5,ALL,MON-FRI,1245-2230Z++
2025/02/20,326.0,A,AL,67A,FORT DEPOSIT,US,1,UNATNDD,,
2025/02/20,328.0,A,AL,2AL5,FORT PAYNE,US,1,UNATNDD,,
2025/02/20,328.1,A,AL,4A9,FORT PAYNE,US,1,ALL,ALL,0700-1700
2025/02/20,328.11,H,AL,0AL4,FORT PAYNE,US,1,UNATNDD,,
2025/02/20,329.0,A,AL,OZR,FORT NOVOSEL (OZARK),US,1,ALL,ALL,ALL
2025/02/20,329.01,H,AL,HEY,FORT NOVOSEL (OZARK),US,1,ALL,MON-FRI,0600-0030
2025/02/20,329.01,H,AL,HEY,FORT NOVOSEL (OZARK),US,2,EXCP HOL,,
2025/02/20,329.03,H,AL,LOR,FORT NOVOSEL (OZARK),US,1,ALL,MON-FRI,0700-0100
2025/02/20,329.03,H,AL,LOR,FORT NOVOSEL (OZARK),US,2,EXCP HOL,,
2025/02/20,329.06,H,AL,FHK,FORT NOVOSEL (OZARK),US,1,ALL,MON-FRI,1230-1800
2025/02/20,329.07,H,AL,SXS,FORT NOVOSEL,US,1,UNATNDD,,
2025/02/20,329.08,H,AL,24AL,FORT NOVOSEL (DOTHAN),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.09,H,AL,25AL,FORT NOVOSEL (GOODMAN),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.1,H,AL,05AL,FORT NOVOSEL (WICKSBURG),US,1,ATTENDED DURG SKED TRNG.,,
2025/02/20,329.11,H,AL,06AL,FORT NOVOSEL (NEW BROCKTON),US,1,ATTENDED DURG SKED TRNG.,,
2025/02/20,329.12,H,AL,11AL,FORT NOVOSEL (OZARK),US,1,ATTENDED DURG SKED TRNG.,,
2025/02/20,329.13,H,AL,12AL,FORT NOVOSEL (KIRKLANDS CROSSROADS),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.14,H,AL,13AL,FORT NOVOSEL (OZARK),US,1,ATTENDED DURG SKED TRNG.,,
2025/02/20,329.15,H,AL,14AL,FORT NOVOSEL (HARTFORD),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.16,H,AL,15AL,FORT NOVOSEL (HARTFORD),US,1,UNATNDD EXCP DURG TRNG,,
2025/02/20,329.17,H,AL,16AL,FORT NOVOSEL (OZARK),US,1,ATTENDED DURG SKED TRNG.,,
2025/02/20,329.18,H,AL,17AL,FORT NOVOSEL/NEWTON,US,1,ATTENDED DURG SKED TRNG.,,
2025/02/20,329.2,H,AL,19AL,FORT NOVOSEL (OZARK),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.21,H,AL,20AL,FORT NOVOSEL (ELBA),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.22,H,AL,21AL,FORT NOVOSEL (OPP),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.23,H,AL,22AL,FORT NOVOSEL (NEW BROCKTON),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.24,H,AL,23AL,FORT NOVOSEL (OZARK),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,329.25,H,AL,07AL,FORT NOVOSEL (SAMSON),US,1,ATTENDED DURG SKED TRNG,,
2025/02/20,331.05,H,AL,65AL,FULTONDALE,US,1,UNATNDD,,
2025/02/20,333.0,A,AL,GAD,GADSDEN,US,2,ALL,MON-FRI,0800-1800
2025/02/20,333.0,A,AL,GAD,GADSDEN,US,3,ALL,SAT,0900-1700
2025/02/20,333.01,H,AL,0AL7,GADSDEN,US,1,UNATNDD,,
2025/02/20,336.21,H,AL,41AL,GARDENDALE,US,1,UNATNDD,,
2025/02/20,336.5,A,AL,AL18,GARDENDALE,US,1,IREG,,
2025/02/20,341.1,A,AL,AL43,GEIGER,US,1,UNATNDD,,
2025/02/20,344.1,A,AL,33J,GENEVA,US,1,ALL,MON-FRI,0800-2100
2025/02/20,344.13,H,AL,8AL9,GENEVA,US,1,ALL,ALL,ALL
2025/02/20,350.1,A,AL,7A0,GREENSBORO,US,1,UNATTND,,
2025/02/20,353.1,A,AL,PRN,GREENVILLE,US,1,ALL,MON-FRI,0800-1700
2025/02/20,353.1,A,AL,PRN,GREENVILLE,US,2,ALL,SAT-SUN,UNATNDD
2025/02/20,353.11,A,AL,71AL,GREENVILLE,US,1,UNATNDD,,
2025/02/20,353.12,A,AL,68AL,GREENVILLE,US,1,UNATNDD,,
2025/02/20,353.13,H,AL,29AL,GREENVILLE,US,1,UNATNDD,,
2025/02/20,359.12,C,AL,08AL,GULF SHORES,US,2,ALL,ALL,ALL
2025/02/20,359.68,C,AL,AL75,GULF SHORES,US,1,UNATNDD,,
2025/02/20,359.69,C,AL,AL96,GULF SHORES,US,1,UNATNDD,,
2025/02/20,359.7,A,AL,JKA,GULF SHORES,US,6,ALL,ALL,0600-2200
2025/02/20,359.71,H,AL,90AL,GULF SHORES,US,1,ALL,ALL,ALL
2025/02/20,360.0,A,AL,8A1,GUNTERSVILLE,US,2,ALL,MON - SAT,0800-1700
2025/02/20,360.1,H,AL,5AL0,GUNTERSVILLE,US,1,ALL,ALL,ALL
2025/02/20,361.02,A,AL,AL10,GURLEY,US,1,IRREG,,
2025/02/20,363.0,A,AL,1M4,HALEYVILLE,US,1,ALL,MON-FRI,0800-1700
2025/02/20,366.1,A,AL,HAB,HAMILTON,US,1,ALL,MON-FRI,0800-1630
2025/02/20,368.2,A,AL,2AL7,HANCEVILLE,US,1,UNATNDD,,
2025/02/20,371.0,A,AL,AL92,HARPERSVILLE,US,1,UNATNDD,,
2025/02/20,372.0,A,AL,AL62,HARTFORD,US,1,ALL,ALL,ALL
2025/02/20,372.01,A,AL,3AL1,HARTFORD,US,1,UNATNDD,,
2025/02/20,374.09,H,AL,4AL4,HARTSELLE,US,1,ON CALL,,
2025/02/20,374.1,A,AL,5M0,HARTSELLE,US,3,ALL,ALL,0800-1700
2025/02/20,374.5,A,AL,00AL,HARVEST,US,1,UNATNDD,,
2025/02/20,375.5,A,AL,M38,HAZEL GREEN,US,1,ALL,TUE-SAT,0800-1700
2025/02/20,375.6,A,AL,AL99,HAZEL GREEN,US,1,IREG,,
2025/02/20,376.0,A,AL,HDL,HEADLAND,US,1,ALL,MON - FRI,0800 - 1700
2025/02/20,376.0,A,AL,HDL,HEADLAND,US,2,ALL,SAT - SUN,UNATTENDED
2025/02/20,385.02,A,AL,AL93,HUNTSVILLE,US,1,IREG,,
2025/02/20,385.1,A,AL,HSV,HUNTSVILLE,US,1,ALL,ALL,ALL
2025/02/20,385.12,H,AL,AL36,HUNTSVILLE,US,1,ALL,ALL,ALL
2025/02/20,385.2,A,AL,3M5,HUNTSVILLE,US,1,UNATNDD,,
2025/02/20,385.3,A,AL,4AL8,HUNTSVILLE,US,2,IREG,,
2025/02/20,385.4,A,AL,MDQ,HUNTSVILLE,US,1,ALL,MON-FRI,0730-2130
2025/02/20,385.4,A,AL,MDQ,HUNTSVILLE,US,2,ALL,SAT-SUN,0730-2000
2025/02/20,385.42,H,AL,32AL,HUNTSVILLE,US,1,UNATNDD,,
2025/02/20,387.0,A,AL,AL05,HURTSBORO,US,1,UNATNDD,,
2025/02/20,388.04,A,AL,2AL6,IRVINGTON,US,1,UNATTENDED,,
2025/02/20,394.1,A,AL,4R3,JACKSON,US,1,UNATNDD,,
2025/02/20,395.01,A,AL,3AL5,JACKSONVILLE,US,1,UNATNDD,,
2025/02/20,401.02,H,AL,AL63,JASPER,US,1,ALL,ALL,ALL
2025/02/20,401.3,A,AL,JFX,JASPER,US,1,ALL,MON - SAT,0700-2000
2025/02/20,405.0,A,AL,5AL7,KINSTON,US,1,UNATNDD,,
2025/02/20,410.1,A,AL,7A3,LANETT,US,4,ATTENDED,MON-FRI,0800-1700
2025/02/20,410.3,A,AL,4AL9,LAPINE,US,1,ALL,ALL,ALL
2025/02/20,412.1,A,AL,AL88,LILLIAN,US,1,ALL,ALL,ALL
2025/02/20,419.0,A,AL,AL35,LOXLEY,US,1,UNATNDD,,
2025/02/20,419.05,A,AL,57AL,LOXLEY,US,1,UNATNDD,,
2025/02/20,419.1,A,AL,1AL5,LOXLEY,US,1,UNATNDD,,
2025/02/20,420.0,A,AL,AL97,LOXLEY,US,1,UNATNDD,,
2025/02/20,425.1,A,AL,04A,LUVERNE,US,1,UNATTENDED,,
2025/02/20,425.11,H,AL,AL06,LUVERNE,US,1,UNATNDD,,
2025/02/20,426.3,A,AL,7AL7,MADRID,US,1,IREG,,
2025/02/20,426.51,A,AL,2AL1,MAGNOLIA SPRINGS,US,1,IREG,,
2025/02/20,427.4,A,AL,AL76,MAPLESVILLE,US,1,UNATNDD,,
2025/02/20,428.21,A,AL,A08,MARION,US,1,UNATNDD,,
2025/02/20,429.0,H,AL,AL95,MC INTOSH,US,1,ALL,ALL,ALL
2025/02/20,430.0,A,AL,AL09,MENTONE,US,1,UNATNDD,,
2025/02/20,431.75,H,AL,86AL,MIDLAND CITY,US,1,UNATNDD,,
2025/02/20,433.5,A,AL,28AL,MILLBROOK,US,1,UNATNDD,,
2025/02/20,437.0,A,AL,BFM,MOBILE,US,1,ALL,ALL,0700-2300
2025/02/20,437.1,H,AL,AL52,MOBILE,US,1,ALL,ALL,ALL
2025/02/20,437.2,H,AL,AL82,MOBILE,US,1,ALL,ALL,ALL
2025/02/20,437.3,A,AL,62AL,MOBILE,US,1,UNATNDD,,
2025/02/20,438.0,A,AL,MOB,MOBILE,US,1,ALL,ALL,ALL
2025/02/20,438.01,H,AL,75AL,MOBILE,US,1,UNATNDD,,
2025/02/20,438.02,H,AL,AL31,MOBILE,US,1,UNATNDD,,
2025/02/20,440.11,H,AL,1AL6,MONROEVILLE,US,1,ALL,ALL,ALL
2025/02/20,440.2,A,AL,MVC,MONROEVILLE,US,1,ALL,MON-FRI,0800-2000
2025/02/20,440.2,A,AL,MVC,MONROEVILLE,US,2,ALL,SAT-SUN,0800-1700
2025/02/20,445.0,A,AL,5AL3,MONTEVALLO,US,1,UNATNDD,,
2025/02/20,446.0,A,AL,MXF,MONTGOMERY,US,1,ALL,MON-FRI,1400-0400Z++
2025/02/20,446.0,A,AL,MXF,MONTGOMERY,US,2,ALL,SAT-SUN,1600-0000Z++
2025/02/20,446.2,H,AL,1AL7,MONTGOMERY,US,1,UNATNDD,,
2025/02/20,446.5,H,AL,AL11,MONTGOMERY,US,1,ALL,ALL,ALL
2025/02/20,446.51,A,AL,AL12,MONTGOMERY,US,1,UNATNDD,,
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,1,ALL,ALL,ALL
2025/02/20,448.0,A,AL,1AL8,MOODY,US,1,UNATNDD,,
2025/02/20,450.0,A,AL,AL34,MOULTON,US,1,ALL,ALL,DAWN-DUSK
2025/02/20,450.1,H,AL,AL86,MOULTON,US,1,ALL,ALL,ALL
2025/02/20,450.35,A,AL,AL44,MOUNDVILLE,US,1,UNATTENDED,,
2025/02/20,451.0,H,AL,AL24,MOUNT OLIVE,US,1,ALL,MON-SAT,0830-1630
2025/02/20,455.0,A,AL,MSL,MUSCLE SHOALS,US,1,ALL,ALL,0600-1800
2025/02/20,455.01,H,AL,AL53,MUSCLE SHOALS,US,1,ALL,ALL,SR-SS
2025/02/20,455.1,A,AL,5AL5,MUSCLE SHOALS,US,1,UNATNDD,,
2025/02/20,463.1,A,AL,20A,ONEONTA,US,2,UNATNDD,ALL,ALL
2025/02/20,464.5,A,AL,AL89,OPELIKA,US,1,UNATNDD,,
2025/02/20,464.51,H,AL,3AL2,OPELIKA,US,1,ALL,ALL,ALL
2025/02/20,464.52,H,AL,AL85,AUBURN,US,1,UNATNDD,,
2025/02/20,470.75,H,AL,AL28,ORANGE BEACH,US,1,UNATNDD,,
2025/02/20,477.0,A,AL,AL71,OUR TOWN,US,1,UNATNDD,,
2025/02/20,479.0,A,AL,3AL8,OWENS CROSSROADS,US,1,UNATNDD,,
2025/02/20,480.1,A,AL,71J,OZARK,US,1,ALL,MON-FRI,0800-1700
2025/02/20,480.11,H,AL,AL87,OZARK,US,1,ALL,ALL,ALL
2025/02/20,480.12,A,AL,36AL,OZARK,US,1,UNATNDD,,
2025/02/20,480.21,H,AL,37AL,PELL CITY,US,1,UNATNDD,,
2025/02/20,480.6,A,AL,PLR,PELL CITY,US,1,ALL,MON-SAT,0730-1700
2025/02/20,480.6,A,AL,PLR,PELL CITY,US,2,ALL,SUN,UNTNDD
2025/02/20,480.71,A,AL,AL33,PERDIDO,US,1,UNATNDD,,
2025/02/20,481.01,A,AL,2AL8,PHENIX CITY,US,1,UNATNDD,,
2025/02/20,481.29,A,AL,84AL,PINCKARD,US,1,UNATNDD,,
2025/02/20,481.3,A,AL,7AL5,PINCKARD,US,1,UNATNDD,,
2025/02/20,481.37,A,AL,AL16,PINSON,US,1,UNATNDD,,
2025/02/20,481.91,A,AL,1A9,PRATTVILLE,US,4,ALL,ALL,0800-1700
2025/02/20,492.5,A,AL,HUA,REDSTONE ARSNL HUNTSVILLE,US,1,ALL,MON-FRI,0700-1800
2025/02/20,492.5,A,AL,HUA,REDSTONE ARSNL HUNTSVILLE,US,2,CLDS HOLS,,
2025/02/20,494.0,A,AL,3M8,REFORM,US,1,UNATNDD,,
2025/02/20,498.0,A,AL,7A5,ROANOKE,US,1,UNATNDD,,
2025/02/20,498.01,H,AL,2AL2,ROANOKE,US,1,IREG,,
2025/02/20,498.5,A,AL,AL25,ROBA,US,1,UNATNDD,,
2025/02/20,499.03,A,AL,AL84,ROBERTSDALE,US,1,UNATNDD,,
2025/02/20,499.1,A,AL,1AL4,ROBERTSDALE,US,1,UNATNDD,,
2025/02/20,502.1,A,AL,M22,RUSSELLVILLE,US,1,ALL,MON-SAT,0900-1700
2025/02/20,502.11,H,AL,AL15,RUSSELLVILLE,US,1,UNATNDD,,
2025/02/20,507.0,A,AL,2R5,ST ELMO,US,1,UNATNDD,,
2025/02/20,507.02,A,AL,1A4,SAMSON,US,1,UNATNDD,,
2025/02/20,508.22,H,AL,36AA,SAWYERVILLE,US,1,ALL,ALL,ALL
2025/02/20,509.1,A,AL,4A6,SCOTTSBORO,US,1,ALL,ALL,0800-1700
2025/02/20,509.12,H,AL,03AL,SCOTTSBORO,US,1,UNATNDD,,
2025/02/20,511.0,A,AL,SEM,SELMA,US,1,ALL,ALL,0800-1800
2025/02/20,511.1,H,AL,AL90,SELMA,US,1,UNATNDD,,
2025/02/20,514.0,A,AL,AL74,SEMMES,US,1,UNATNDD,,
2025/02/20,514.19,H,AL,47AL,SEMMES,US,2,ALL,ALL,ALL
2025/02/20,516.0,A,AL,AL41,SLOCOMB,US,1,ALL,MON-SAT,0800-1700
2025/02/20,516.0,A,AL,AL41,SLOCOMB,US,2,ALL,SUN,1200-1700
2025/02/20,516.01,H,AL,31AL,SLOCOMB,US,1,UNATNDD,,
2025/02/20,518.005,A,AL,AL04,SOMERVILLE,US,1,UNATNDD,,
2025/02/20,519.0,C,AL,AL58,SPANISH FORT,US,1,UNATNDD,,
2025/02/20,520.1,A,AL,7AL2,STEELE,US,1,UNATNDD,,
2025/02/20,520.2,A,AL,7A6,STEVENSON,US,1,UNATTENDED,,
2025/02/20,521.0,C,AL,HL2,STOCKTON,US,1,ALL,ALL,SR-SS
2025/02/20,521.01,H,NY,0NY2,STONY POINT,US,1,12,7,24
2025/02/20,522.0,A,AL,AL69,SEMINOLE,US,1,UNATNDD,,
2025/02/20,522.1,A,AL,4AL6,SUMMERDALE,US,1,ALL,MON-SAT,DAWN-DUSK
2025/02/20,522.11,A,AL,NFD,SUMMERDALE,US,1,ALL,MON-FRI,1345-2330Z++
2025/02/20,522.11,A,AL,NFD,SUMMERDALE,US,2,ALL,SAT-SUN,CLSD
2025/02/20,522.11,A,AL,NFD,SUMMERDALE,US,3,ALL,HOLS,CLSD
2025/02/20,525.1,A,AL,SCD,SYLACAUGA,US,1,ALL,MON-FRI,0800-1600
2025/02/20,525.11,C,AL,46AL,SYLACAUGA,US,1,UNATNDD,,
2025/02/20,528.03,A,AL,8AL2,TALLADEGA,US,1,ALL,ALL,DAYLIGHT
2025/02/20,528.1,A,AL,ASN,TALLADEGA,US,1,ALL,MON-FRI,0800-1600
2025/02/20,530.1,H,AL,AL83,TALLASSEE,US,1,ALL,ALL,ALL
2025/02/20,536.0,H,AL,5AL2,THEODORE,US,1,ALL,ALL,ALL
2025/02/20,539.0,H,AL,AL48,THOMASVILLE,US,1,UNATNDD,,
2025/02/20,546.0,A,AL,TOI,TROY,US,1,ALL,ALL,0800-1700
2025/02/20,546.01,A,AL,AL77,TROY,US,1,UNATNDD,,
2025/02/20,550.0,H,AL,AL73,TRUSSVILLE,US,1,UNATNDD,,
2025/02/20,554.0,A,AL,TCL,TUSCALOOSA,US,1,ALL,ALL,0500-2200
2025/02/20,554.01,H,AL,AL26,TUSCALOOSA,US,1,IREG,,
2025/02/20,554.03,H,AL,3AL3,TUSCALOOSA,US,1,UNATNDD,,
2025/02/20,561.0,A,AL,06A,TUSKEGEE,US,1,ALL,ALL,0700-1700
2025/02/20,561.02,A,AL,27AL,TUSKEGEE,US,1,UNATNDD,,
2025/02/20,565.0,A,AL,07A,UNION SPRINGS,US,1,UNATNDD,,
2025/02/20,568.5,H,AL,AL07,VALLEY,US,1,UNATNDD,,
2025/02/20,570.0,A,AL,M55,VERNON,US,1,UNATNDD,,
2025/02/20,590.0,A,AL,08A,WETUMPKA,US,1,ALL,MON-FRI,0800-1700
2025/02/20,590.1,A,AL,2AL3,WETUMPKA,US,1,UNATNDD,,
