EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,RWY_END_ID,ILS_LOC_ID,SYSTEM_TYPE_CODE,TAB_NAME,ILS_COMP_TYPE_CODE,REF_COL_NAME,REF_COL_SEQ_NO,REMARK
2025/02/20,446.0,A,AL,MXF,MONTGOMERY,US,15,MXF,LS,ILS,,GENERAL_REMARK,1,ILS UNMTO WHEN CTL TWR CLSD.
2025/02/20,446.0,A,AL,MXF,MONTGOMERY,US,15,MXF,LS,ILS,,GENERAL_REMARK,2,NO-NOTAM MP: LCZR 1500-1800Z++ MON. GS MP: 1500-1800Z++ TUE.
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,10,MGM,LS,ILS,,GENERAL_REMARK,1,OM UNMONITORED.
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,10,MGM,LS,ILS,,GENERAL_REMARK,2,ILS UNMONITORED WHEN ATCT CLOSED.
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,10,MGM,LS,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IA.
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,28,DLV,LS,ILS,,GENERAL_REMARK,1,OM UNMON.
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,28,DLV,LS,ILS,,GENERAL_REMARK,2,ILS UNMON WHEN ATCT CLSD.
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,28,DLV,LS,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IA.
2025/02/20,447.0,A,AL,MGM,MONTGOMERY,US,28,DLV,LS,ILS,,GENERAL_REMARK,4,LOC UNUSBL BYD 17 DEG RIGHT OF CRS.
2025/02/20,455.0,A,AL,MSL,MUSCLE SHOALS,US,30,MSL,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,455.0,A,AL,MSL,MUSCLE SHOALS,US,30,MSL,LS,ILS,,GENERAL_REMARK,2,ILS LOC UNUSBL BYD 28 DEG LEFT OF CRS AND BYD 27 DEG RIGHT OF CRS.
2025/02/20,455.0,A,AL,MSL,MUSCLE SHOALS,US,30,MSL,LS,ILS_COMPONENT,MM,DIST_DIR_SOURCE_CODE,1,3RD PARTY
2025/02/20,455.0,A,AL,MSL,MUSCLE SHOALS,US,30,MSL,LS,ILS_COMPONENT,MM,LAT_LONG_SOURCE_CODE,1,3RD PARTY
2025/02/20,511.0,A,AL,SEM,SELMA,US,33,SEM,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,511.0,A,AL,SEM,SELMA,US,33,SEM,LD,ILS_COMPONENT,GLS,DIST_DIR_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,511.0,A,AL,SEM,SELMA,US,33,SEM,LD,ILS_COMPONENT,LOC,LAT_LONG_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,528.1,A,AL,ASN,TALLADEGA,US,04,ASN,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IT
2025/02/20,546.0,A,AL,TOI,TROY,US,07,TOI,LD,ILS,,GENERAL_REMARK,1,ILS UNMTO 2230-1430Z++ MON-FRI. UNMTO SAT-SUN.
2025/02/20,546.0,A,AL,TOI,TROY,US,07,TOI,LD,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IT.
2025/02/20,546.0,A,AL,TOI,TROY,US,07,TOI,LD,ILS,,GENERAL_REMARK,5,ILS NO-NOTAM MP: ILS 1600-1800Z++TUE & THUR.  RADAR - ASR/PAR-7 NO NOTAM MP 1600-1800Z++WED.
2025/02/20,546.0,A,AL,TOI,TROY,US,07,TOI,LD,ILS,,GENERAL_REMARK,6,GS UNUSBL BYD 7 DEG LEFT OF CRS AND 4 DEG RIGHT OF CRS.
2025/02/20,546.0,A,AL,TOI,TROY,US,07,TOI,LD,ILS,,GENERAL_REMARK,7,RADAR - SEE TERMNINAL FLIP FOR RADAR MINIMA
2025/02/20,554.0,A,AL,TCL,TUSCALOOSA,US,04,TCL,LD,ILS,,GENERAL_REMARK,1,ILS UNMON WHEN ATCT CLSD.
2025/02/20,554.0,A,AL,TCL,TUSCALOOSA,US,04,TCL,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IB.
2025/02/20,642.9,A,AZ,CGZ,CASA GRANDE,US,05,CGZ,LS,ILS,,GENERAL_REMARK,1,LOC ONLY UNMON 1700-0800  MON-FRI AND 1200-1000 SAT.
2025/02/20,642.9,A,AZ,CGZ,CASA GRANDE,US,05,CGZ,LS,ILS,,GENERAL_REMARK,2,GS UNUSABLE FOR COUPLE APCHS BLO 1650 FT MSL.
2025/02/20,642.9,A,AZ,CGZ,CASA GRANDE,US,05,CGZ,LS,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IA.
2025/02/20,674.0,A,AZ,FLG,FLAGSTAFF,US,21,FLG,LG,ILS,,GENERAL_REMARK,1,GS UNUSBL BYD 5 DEG RIGHT OF COURSE.
2025/02/20,674.0,A,AZ,FLG,FLAGSTAFF,US,21,FLG,LG,ILS,,GENERAL_REMARK,3,LOC UNUSBL INSIDE OF FLG 0.8 DME; LOC UNUSBL BYD 26 DEGS LEFT OF CRS.
2025/02/20,674.0,A,AZ,FLG,FLAGSTAFF,US,21,FLG,LG,ILS,,GENERAL_REMARK,4,ILS UNMON WHEN ATCT CLSD.
2025/02/20,682.0,A,AZ,FHU,FORT HUACHUCA SIERRA VISTA,US,26,FHU,LG,ILS,,GENERAL_REMARK,1,ILS UNMON WHEN GCA CLSD.
2025/02/20,682.0,A,AZ,FHU,FORT HUACHUCA SIERRA VISTA,US,26,FHU,LG,ILS,,GENERAL_REMARK,2,MILITARY USE: NO NOTAM MP 1200-1500Z 2ND & 3RD THU OF MONTH.
2025/02/20,682.0,A,AZ,FHU,FORT HUACHUCA SIERRA VISTA,US,26,FHU,LG,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IE.
2025/02/20,692.25,A,AZ,LUF,GLENDALE,US,03R,LUF,LG,ILS,,GENERAL_REMARK,3,"NO-NOTAM MP 0600-1230Z TUE, THU, SUN.       "
2025/02/20,692.25,A,AZ,LUF,GLENDALE,US,03R,LUF,LG,ILS,,GENERAL_REMARK,4,"CAUTION: LSA IS 3600 FT. MOUNTAIN RANGE, 270-DEGREES, 7.0 DME FROM AIRFIELD."
2025/02/20,692.25,A,AZ,LUF,GLENDALE,US,21L,EMJ,LG,ILS,,GENERAL_REMARK,1,"NO-NOTAM MP 0600-1230Z TUE, THU, SUN.  "
2025/02/20,692.25,A,AZ,LUF,GLENDALE,US,21L,EMJ,LG,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,700.1,A,AZ,GCN,GRAND CANYON,US,03,GCN,LG,ILS,,GENERAL_REMARK,2,ILS UNMON WHEN ATCT CLSD.
2025/02/20,700.1,A,AZ,GCN,GRAND CANYON,US,03,GCN,LG,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IA
2025/02/20,753.0,A,AZ,IWA,PHOENIX,US,30C,IWA,LG,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,753.0,A,AZ,IWA,PHOENIX,US,30C,IWA,LG,ILS,,GENERAL_REMARK,2,LOC UNUSABLE BYD 25 DEGS LEFT AND RIGHT OF CRS.
2025/02/20,753.0,A,AZ,IWA,PHOENIX,US,30C,IWA,LG,ILS,,GENERAL_REMARK,3,ILS UNMONITORED 0500-1200L.
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,07L,PHX,LD,ILS,,GENERAL_REMARK,6,ILS CLASSIFICATION CODE IE
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,07R,AHA,LD,ILS,,GENERAL_REMARK,1,DME ALSO SERVES RJG ILS RWY 25L.
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,07R,AHA,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE ID.
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,08,SYQ,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IB
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,08,SYQ,LD,ILS,,GENERAL_REMARK,2,LOC UNUSBL 25 DEG LEFT OF COURSE.
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,08,SYQ,LD,ILS,,GENERAL_REMARK,3,AUTOPILOT COUPLED APCH N/A BLW 1307 FT MSL (0.3 NM).
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,25L,RJG,LD,ILS,,GENERAL_REMARK,3,DME ALSO SERVES AHA ILS RY 7R.
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,25L,RJG,LD,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IT.
2025/02/20,754.0,A,AZ,PHX,PHOENIX,US,26,CWJ,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IB.
2025/02/20,763.0,A,AZ,PRC,PRESCOTT,US,21L,PRC,LD,ILS,,GENERAL_REMARK,1,ILS/DME UNMON 2200-0600.
2025/02/20,763.0,A,AZ,PRC,PRESCOTT,US,21L,PRC,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA
2025/02/20,816.0,A,AZ,TUS,TUCSON,US,12,TUS,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IE.
2025/02/20,817.0,A,AZ,DMA,TUCSON,US,13,AFB,LG,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,817.0,A,AZ,DMA,TUCSON,US,31,DMA,LS,ILS,,GENERAL_REMARK,2,BC UNUSE.
2025/02/20,817.0,A,AZ,DMA,TUCSON,US,31,DMA,LS,ILS,,GENERAL_REMARK,3,"NO-NOTAM MP:  1200-1600Z TUE, THU."
2025/02/20,817.0,A,AZ,DMA,TUCSON,US,31,DMA,LS,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IE.
2025/02/20,818.0,A,AZ,RYN,TUCSON,US,06R,IVI,LS,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IT.
2025/02/20,841.0,A,AZ,NYL,YUMA,US,21R,YUM,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,880.0,A,AR,BVX,BATESVILLE,US,08,BVX,LE,ILS,,GENERAL_REMARK,1,LOC/DME UNMONITORED INDEFLY.
2025/02/20,880.0,A,AR,BVX,BATESVILLE,US,08,BVX,LE,ILS,,GENERAL_REMARK,2,DME UNUSBL BYD 25 DEG RIGHT OF CRS.
2025/02/20,886.39,A,AR,SUZ,BENTON,US,02,SUZ,LD,ILS,,GENERAL_REMARK,1,GS UNUSABLE BYD 5 DEGS RIGHT OF CRS.
2025/02/20,886.39,A,AR,SUZ,BENTON,US,02,SUZ,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,886.39,A,AR,SUZ,BENTON,US,02,SUZ,LD,ILS,,GENERAL_REMARK,3,ILS UNMONITORED.
2025/02/20,901.0,A,AR,BYH,BLYTHEVILLE,US,18,BYH,LD,ILS,,GENERAL_REMARK,1,ILS UNMONITORED.
2025/02/20,901.0,A,AR,BYH,BLYTHEVILLE,US,18,BYH,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,964.0,A,AR,ELD,EL DORADO,US,22,ELD,LD,ILS,,GENERAL_REMARK,1,ILS/DME UNMONITORED WHEN ATCT CLOSED..
2025/02/20,964.0,A,AR,ELD,EL DORADO,US,22,ELD,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA.
2025/02/20,964.0,A,AR,ELD,EL DORADO,US,22,ELD,LD,ILS,,GENERAL_REMARK,3, LOM UNMONITORED.
2025/02/20,964.0,A,AR,ELD,EL DORADO,US,22,ELD,LD,ILS,,GENERAL_REMARK,4,DME UNUSBL BYD 021 DEG RIGHT OF CRS.
2025/02/20,975.0,A,AR,FYV,FAYETTEVILLE,US,16,FYV,LE,ILS,,GENERAL_REMARK,1,LOC/DME UNMON WHEN ATCT CLSD.
2025/02/20,975.0,A,AR,FYV,FAYETTEVILLE,US,16,FYV,LE,ILS,,GENERAL_REMARK,2,LOC UNUSBL WI 0.0 NM ABV 2500 FT 1.2 DME; UNUSBL WI 2.5 NM ABV 3200 FT 3.7 DME.
2025/02/20,975.0,A,AR,FYV,FAYETTEVILLE,US,34,LFH,DD,ILS,,GENERAL_REMARK,1,LOC UNUSBL BYD 10 NM BLW 3500 FT; BYD 10 DEGS RIGHT OF CRS.
2025/02/20,975.0,A,AR,FYV,FAYETTEVILLE,US,34,LFH,DD,ILS,,GENERAL_REMARK,3,DME UNUSBL BYD 10 DEGS RIGHT OF CRS; BYD 8 NM BYD 3000 FT; BYD 10 NM BLO 3500 FT BYD 15 NM.
2025/02/20,975.01,A,AR,XNA,FAYETTEVILLE/SPRINGDALE/ROGERS,US,16L,XNA,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,975.01,A,AR,XNA,FAYETTEVILLE/SPRINGDALE/ROGERS,US,34R,FBS,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,987.0,A,AR,FSM,FORT SMITH,US,08,GKV,LS,ILS,,GENERAL_REMARK,1,ILS UNMONITORED WHEN ATCT CLSD.
2025/02/20,987.0,A,AR,FSM,FORT SMITH,US,08,GKV,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,987.0,A,AR,FSM,FORT SMITH,US,26,FSM,LS,ILS,,GENERAL_REMARK,2,ILS UNMONITORED WHEN ATCT CLSD.
2025/02/20,987.0,A,AR,FSM,FORT SMITH,US,26,FSM,LS,ILS,,GENERAL_REMARK,4,ILS CLASSIFICATION CODE IT.
2025/02/20,987.0,A,AR,FSM,FORT SMITH,US,26,FSM,LS,ILS,,GENERAL_REMARK,6,LOC UNUSBL BYD 20 DEGS RIGHT OF CRS.
2025/02/20,1023.0,A,AR,HOT,HOT SPRINGS,US,05,HOT,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IA.
2025/02/20,1023.0,A,AR,HOT,HOT SPRINGS,US,05,HOT,LD,ILS,,GENERAL_REMARK,3,ILS & LOM UNMONITORED.
2025/02/20,1028.21,A,AR,LRF,JACKSONVILLE,US,25,TYV,LS,ILS,,GENERAL_REMARK,1,NO-NOTAM MP: ILS 1000-1430Z++ WED/THU.
2025/02/20,1028.21,A,AR,LRF,JACKSONVILLE,US,25,TYV,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IIE.
2025/02/20,1035.0,A,AR,JBR,JONESBORO,US,23,JBR,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,04L,LIT,LD,ILS,,GENERAL_REMARK,1,DME ALSO SERVES RY 22R.
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,04L,LIT,LD,ILS,,GENERAL_REMARK,2,DME UNUSBL BYD 30 DEG LEFT AND BYD 15 DEG RIGHT OF CRS.
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,04L,LIT,LD,ILS,,GENERAL_REMARK,5,ILS CLASSIFICATION CODE IA.
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,04R,CNL,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IA
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,22L,BWY,LD,ILS,,GENERAL_REMARK,2,LOC OFFSET 1.87 DEGS.
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,22L,BWY,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IB.
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,22R,AAY,LD,ILS,,GENERAL_REMARK,1,DME ALSO SERVES RY 04L.
2025/02/20,1056.0,A,AR,LIT,LITTLE ROCK,US,22R,AAY,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IIIE
2025/02/20,1081.0,A,AR,MEZ,MENA,US,27,VMU,LD,ILS,,GENERAL_REMARK,1,ILS UNMON.
2025/02/20,1081.0,A,AR,MEZ,MENA,US,27,VMU,LD,ILS_COMPONENT,OM,DIST_DIR_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,1081.0,A,AR,MEZ,MENA,US,27,VMU,LD,ILS_COMPONENT,OM,LAT_LONG_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,1104.4,A,AR,BPK,MOUNTAIN HOME,US,05,BPK,LD,ILS,,GENERAL_REMARK,2,ILS UNMONITORED.
2025/02/20,1104.4,A,AR,BPK,MOUNTAIN HOME,US,05,BPK,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IT.
2025/02/20,1104.4,A,AR,BPK,MOUNTAIN HOME,US,05,BPK,LD,ILS,,GENERAL_REMARK,6,GS UNUSBL BLW 1200 FT; BYD 3 DEGS L OF CRS; BYD 5 DEGS R OF CRS.
2025/02/20,1118.0,A,AR,ORK,NORTH LITTLE ROCK,US,05,ORK,LE,ILS,,GENERAL_REMARK,1,DME UNUSBL BYD 20 DEG RIGHT OF CRS.
2025/02/20,1142.0,A,AR,PBF,PINE BLUFF,US,18,PBF,LS,ILS,,GENERAL_REMARK,1,ILS UNMONITORED INDEFLY.
2025/02/20,1142.0,A,AR,PBF,PINE BLUFF,US,18,PBF,LS,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IT.
2025/02/20,1142.0,A,AR,PBF,PINE BLUFF,US,18,PBF,LS,ILS,,GENERAL_REMARK,3,AUTOPILOT CPD APCH NA BLW 900 MSL.
2025/02/20,1156.0,A,AR,ROG,ROGERS,US,20,ROG,LD,ILS,,GENERAL_REMARK,3,GS UNUSABLE BYD 5 DEGS RIGHT OF CRS.
2025/02/20,1156.0,A,AR,ROG,ROGERS,US,20,ROG,LD,ILS,,GENERAL_REMARK,4,GS UNUSABLE FOR AUTO COUPLED APCHS BLO 1632 FT.
2025/02/20,1156.0,A,AR,ROG,ROGERS,US,20,ROG,LD,ILS,,GENERAL_REMARK,5,ILS UNMONITORED.
2025/02/20,1156.0,A,AR,ROG,ROGERS,US,20,ROG,LD,ILS,,GENERAL_REMARK,6,ILS CLASSIFICATION CODE IB.
2025/02/20,1165.0,A,AR,SRC,SEARCY,US,01,DSY,LD,ILS,,GENERAL_REMARK,1,ILS UNMONITORED INDEFLY.
2025/02/20,1165.0,A,AR,SRC,SEARCY,US,01,DSY,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,1176.0,A,AR,ASG,SPRINGDALE,US,18,ASG,LS,ILS,,GENERAL_REMARK,1,AUTOPILOT CPD APCH NA BLO 1900'. RATE OF CHANGE/REVERSAL AT 1.4NM FM THR.
2025/02/20,1176.0,A,AR,ASG,SPRINGDALE,US,18,ASG,LS,ILS_COMPONENT,LOC,DIST_FRM_AER,1,3RD PARTY SURVEY.
2025/02/20,1176.0,A,AR,ASG,SPRINGDALE,US,18,ASG,LS,ILS_COMPONENT,LOC,LAT_DEG,1,3RD PARTY SURVEY.
2025/02/20,1186.0,A,AR,SGT,STUTTGART,US,36,TTL,LD,ILS,,GENERAL_REMARK,1,ILS CLASSIFICATION CODE IE.
2025/02/20,1186.0,A,AR,SGT,STUTTGART,US,36,TTL,LD,ILS,,GENERAL_REMARK,2,ILS UNMONITORED.
2025/02/20,1186.0,A,AR,SGT,STUTTGART,US,36,TTL,LD,ILS_COMPONENT,LOC,DIST_DIR_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,1186.0,A,AR,SGT,STUTTGART,US,36,TTL,LD,ILS_COMPONENT,LOC,LAT_LONG_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,1188.0,A,AR,TXK,TEXARKANA,US,22,TXK,LD,ILS,,GENERAL_REMARK,1,ILS UNMON WHEN ATCT CLSD.
2025/02/20,1188.0,A,AR,TXK,TEXARKANA,US,22,TXK,LD,ILS,,GENERAL_REMARK,3,ILS CLASSIFICATION CODE IA.
2025/02/20,1188.0,A,AR,TXK,TEXARKANA,US,22,TXK,LD,ILS,,GENERAL_REMARK,4,DME UNUSBL BYD 32 DEGS RIGHT OF CRS.
2025/02/20,1197.0,A,AR,ARG,WALNUT RIDGE,US,18,ARG,LC,ILS,,GENERAL_REMARK,1,LOC UNMONITORED 1700-0700.
2025/02/20,1197.0,A,AR,ARG,WALNUT RIDGE,US,18,ARG,LC,ILS_COMPONENT,LOC,DIST_DIR_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,1197.0,A,AR,ARG,WALNUT RIDGE,US,18,ARG,LC,ILS_COMPONENT,LOC,LAT_LONG_SOURCE_CODE,1,3RD PARTY SURVEY.
2025/02/20,1206.2,A,AR,AWM,WEST MEMPHIS,US,17,LWR,LD,ILS,,GENERAL_REMARK,1,ILS UNMONITORED INDEFLY.
2025/02/20,1206.2,A,AR,AWM,WEST MEMPHIS,US,17,LWR,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,1206.2,A,AR,AWM,WEST MEMPHIS,US,17,LWR,LD,ILS,,GENERAL_REMARK,3,AUTOPILOT CPD APCH NA BLW 620 FT.
2025/02/20,1255.1,A,CA,ACV,ARCATA/EUREKA,US,32,ACV,LD,ILS,,GENERAL_REMARK,2,ILS CLASSIFICATION CODE IE.
2025/02/20,1255.1,A,CA,ACV,ARCATA/EUREKA,US,32,ACV,LD,ILS,,GENERAL_REMARK,3,UNMONITORED.
