EFF_DATE,WEA_ID,CITY,STATE_CODE,COUNTRY_CODE,WEA_SVC_TYPE_CODE,WEA_AFFECT_AREA
2025/02/20,10G,MILLERSBURG,OH,US,METAR,
2025/02/20,10G,MILLERSBURG,OH,US,SPECI,
2025/02/20,10U,OWYHEE,NV,US,METAR,
2025/02/20,10U,OWYHEE,NV,US,NOTAM,
2025/02/20,10U,OWYHEE,NV,US,SA,
2025/02/20,11R,BRENHAM,TX,US,NOTAM,
2025/02/20,11R,BRENHAM,TX,US,SA,
2025/02/20,11R,BRENHAM,TX,US,UA,
2025/02/20,12N,ANDOVER,NJ,US,METAR,
2025/02/20,12N,ANDOVER,NJ,US,SPECI,
2025/02/20,13K,EUREKA,KS,US,METAR,
2025/02/20,13K,EUREKA,KS,US,NOTAM,
2025/02/20,13K,EUREKA,KS,US,SPECI,
2025/02/20,13K,EUREKA,KS,US,UA,
2025/02/20,14Y,LONG PRAIRIE,MN,US,METAR,
2025/02/20,14Y,LONG PRAIRIE,MN,US,NOTAM,
2025/02/20,14Y,LONG PRAIRIE,MN,US,UA,
2025/02/20,15J,ADEL,GA,US,METAR,
2025/02/20,15M,IUKA,MS,US,METAR,
2025/02/20,16A,NUNAPITCHUK,AK,US,METAR,
2025/02/20,16A,NUNAPITCHUK,AK,US,NOTAM,
2025/02/20,16A,NUNAPITCHUK,AK,US,SA,
2025/02/20,16A,NUNAPITCHUK,AK,US,UA,
2025/02/20,17J,DONALSONVILLE,GA,US,METAR,
2025/02/20,17J,DONALSONVILLE,GA,US,SPECI,
2025/02/20,18A,CANON,GA,US,METAR,
2025/02/20,18A,CANON,GA,US,SPECI,
2025/02/20,18H,LUCIUS,LA,US,METAR,
2025/02/20,18H,LUCIUS,LA,US,NOTAM,
2025/02/20,19S,SUBLETTE,KS,US,METAR,
2025/02/20,19S,SUBLETTE,KS,US,NOTAM,
2025/02/20,19S,SUBLETTE,KS,US,UA,
2025/02/20,1A5,FRANKLIN,NC,US,METAR,
2025/02/20,1A5,FRANKLIN,NC,US,NOTAM,
2025/02/20,1A5,FRANKLIN,NC,US,SPECI,
2025/02/20,1A5,FRANKLIN,NC,US,UA,
2025/02/20,1A6,MIDDLESBORO,KY,US,METAR,
2025/02/20,1A6,MIDDLESBORO,KY,US,NOTAM,
2025/02/20,1A6,MIDDLESBORO,KY,US,SPECI,
2025/02/20,1A6,MIDDLESBORO,KY,US,UA,
2025/02/20,1A9,PRATTVILLE,AL,US,METAR,
2025/02/20,1AF,BARSTOW,CA,US,METAR,
2025/02/20,1AF,BARSTOW,CA,US,SPECI,
2025/02/20,1B1,HUDSON,NY,US,NOTAM,
2025/02/20,1B1,HUDSON,NY,US,SA,
2025/02/20,1B1,HUDSON,NY,US,UA,
2025/02/20,1B9,MANSFIELD,MA,US,METAR,
2025/02/20,1B9,MANSFIELD,MA,US,SPECI,
2025/02/20,1D1,MILBANK,SD,US,METAR,
2025/02/20,1D8,REDFIELD,SD,US,METAR,
2025/02/20,1F0,ARDMORE,OK,US,NOTAM,
2025/02/20,1F0,ARDMORE,OK,US,SA,
2025/02/20,1F0,ARDMORE,OK,US,UA,
2025/02/20,1G7,MISSISSIPPI CANYON,OG,US,SA,
2025/02/20,1G7,MISSISSIPPI CANYON,OG,US,UA,
2025/02/20,1H2,EFFINGHAM,IL,US,METAR,
2025/02/20,1H2,EFFINGHAM,IL,US,NOTAM,
2025/02/20,1H2,EFFINGHAM,IL,US,SPECI,
2025/02/20,1H2,EFFINGHAM,IL,US,UA,
2025/02/20,1K1,BENTON,KS,US,METAR,
2025/02/20,1K1,BENTON,KS,US,NOTAM,
2025/02/20,1K1,BENTON,KS,US,UA,
2025/02/20,1K8,KETCHUM,OK,US,METAR,
2025/02/20,1M4,HALEYVILLE,AL,US,METAR,
2025/02/20,1M4,HALEYVILLE,AL,US,SPECI,
2025/02/20,1M5,PORTLAND,TN,US,METAR,
2025/02/20,1O5,MONTAGUE,CA,US,NOTAM,
2025/02/20,1O5,MONTAGUE,CA,US,SA,
2025/02/20,1O5,MONTAGUE,CA,US,UA,
2025/02/20,1P1,PLYMOUTH,NH,US,METAR,
2025/02/20,1P1,PLYMOUTH,NH,US,NOTAM,
2025/02/20,1P1,PLYMOUTH,NH,US,SPECI,
2025/02/20,1P1,PLYMOUTH,NH,US,UA,
2025/02/20,1R7,BROOKHAVEN,MS,US,METAR,
2025/02/20,1R8,BAY MINETTE,AL,US,METAR,
2025/02/20,1R8,BAY MINETTE,AL,US,NOTAM,
2025/02/20,1R8,BAY MINETTE,AL,US,SPECI,
2025/02/20,1S5,SUNNYSIDE,WA,US,METAR,
2025/02/20,1S5,SUNNYSIDE,WA,US,NOTAM,
2025/02/20,1S5,SUNNYSIDE,WA,US,UA,
2025/02/20,1T0,GULF OF MEXICO,LA,US,SA,
2025/02/20,1T0,GULF OF MEXICO,LA,US,UA,
2025/02/20,1U7,PARIS,ID,US,METAR,
2025/02/20,1U7,PARIS,ID,US,NOTAM,
2025/02/20,1U7,PARIS,ID,US,SPECI,
2025/02/20,1V6,CANON CITY,CO,US,METAR,
2025/02/20,1V6,CANON CITY,CO,US,NOTAM,
2025/02/20,1V6,CANON CITY,CO,US,UA,
2025/02/20,20U,BEACH,ND,US,METAR,
2025/02/20,20U,BEACH,ND,US,SPECI,
2025/02/20,20V,KREMMLING,CO,US,METAR,
2025/02/20,20V,KREMMLING,CO,US,NOTAM,
2025/02/20,20V,KREMMLING,CO,US,SA,
2025/02/20,20V,KREMMLING,CO,US,SPECI,
2025/02/20,20V,KREMMLING,CO,US,UA,
2025/02/20,21D,ST PAUL,MN,US,METAR,
2025/02/20,21D,ST PAUL,MN,US,NOTAM,
2025/02/20,21D,ST PAUL,MN,US,SPECI,
2025/02/20,21D,ST PAUL,MN,US,UA,
2025/02/20,22L,INDIANAPOLIS,IN,US,METAR,
2025/02/20,22N,LEHIGHTON,PA,US,METAR,
2025/02/20,22N,LEHIGHTON,PA,US,NOTAM,
2025/02/20,24A,SYLVA,NC,US,METAR,
2025/02/20,24A,SYLVA,NC,US,SPECI,
2025/02/20,24J,LIVE OAK,FL,US,METAR,
2025/02/20,24J,LIVE OAK,FL,US,NOTAM,
2025/02/20,24J,LIVE OAK,FL,US,SA,
2025/02/20,24J,LIVE OAK,FL,US,UA,
2025/02/20,27K,GEORGETOWN,KY,US,METAR,
2025/02/20,27K,GEORGETOWN,KY,US,SPECI,
2025/02/20,28J,PALATKA,FL,US,METAR,
2025/02/20,28J,PALATKA,FL,US,NOTAM,
2025/02/20,28J,PALATKA,FL,US,SPECI,
2025/02/20,28J,PALATKA,FL,US,UA,
2025/02/20,2A0,DAYTON,TN,US,METAR,
2025/02/20,2A9,KOTLIK,AK,US,METAR,
2025/02/20,2A9,KOTLIK,AK,US,NOTAM,
2025/02/20,2A9,KOTLIK,AK,US,SPECI,
2025/02/20,2C7,SHAKTOOLIK,AK,US,NOTAM,
2025/02/20,2C7,SHAKTOOLIK,AK,US,SA,
2025/02/20,2C7,SHAKTOOLIK,AK,US,SPECI,
2025/02/20,2C7,SHAKTOOLIK,AK,US,UA,
2025/02/20,2C8,CAVALIER,ND,US,METAR,
2025/02/20,2C8,CAVALIER,ND,US,SPECI,
2025/02/20,2D5,OAKES,ND,US,METAR,
2025/02/20,2D5,OAKES,ND,US,SPECI,
2025/02/20,2G2,STEUBENVILLE,OH,US,METAR,
2025/02/20,2G2,STEUBENVILLE,OH,US,SPECI,
2025/02/20,2G4,OAKLAND,MD,US,METAR,
2025/02/20,2G4,OAKLAND,MD,US,SPECI,
2025/02/20,2G9,SOMERSET,PA,US,METAR,
2025/02/20,2G9,SOMERSET,PA,US,NOTAM,
2025/02/20,2G9,SOMERSET,PA,US,UA,
2025/02/20,2I0,MADISONVILLE,KY,US,METAR,
2025/02/20,2I0,MADISONVILLE,KY,US,NOTAM,
2025/02/20,2I0,MADISONVILLE,KY,US,SPECI,
2025/02/20,2I0,MADISONVILLE,KY,US,UA,
2025/02/20,2IS,CLEWISTON,FL,US,METAR,
2025/02/20,2IS,CLEWISTON,FL,US,NOTAM,
2025/02/20,2IS,CLEWISTON,FL,US,UA,
2025/02/20,2J3,LOUISVILLE,GA,US,METAR,
2025/02/20,2J5,MILLEN,GA,US,METAR,
2025/02/20,2J5,MILLEN,GA,US,NOTAM,
2025/02/20,2J5,MILLEN,GA,US,SPECI,
2025/02/20,2J5,MILLEN,GA,US,UA,
2025/02/20,2J9,QUINCY,FL,US,METAR,
2025/02/20,2J9,QUINCY,FL,US,NOTAM,
2025/02/20,2LS,GALLIANO,LA,US,METAR,
2025/02/20,2M2,LAWRENCEBURG,TN,US,METAR,
2025/02/20,2M8,MILLINGTON,TN,US,METAR,
2025/02/20,2M8,MILLINGTON,TN,US,SPECI,
2025/02/20,2P2,WASHINGTON ISLAND,WI,US,METAR,
2025/02/20,2P2,WASHINGTON ISLAND,WI,US,NOTAM,
2025/02/20,2P2,WASHINGTON ISLAND,WI,US,UA,
2025/02/20,2R2,INDIANAPOLIS,IN,US,METAR,
2025/02/20,2R2,INDIANAPOLIS,IN,US,SPECI,
2025/02/20,2R9,KENEDY,TX,US,METAR,
2025/02/20,2R9,KENEDY,TX,US,NOTAM,
2025/02/20,2R9,KENEDY,TX,US,SPECI,
2025/02/20,2R9,KENEDY,TX,US,UA,
2025/02/20,2V5,WRAY,CO,US,METAR,
2025/02/20,2V5,WRAY,CO,US,NOTAM,
2025/02/20,2V5,WRAY,CO,US,SPECI,
2025/02/20,2V5,WRAY,CO,US,UA,
2025/02/20,2V6,YUMA,CO,US,METAR,
2025/02/20,2V6,YUMA,CO,US,NOTAM,
2025/02/20,2V6,YUMA,CO,US,SPECI,
2025/02/20,2V6,YUMA,CO,US,UA,
2025/02/20,2WX,BUFFALO,SD,US,NOTAM,
2025/02/20,2WX,BUFFALO,SD,US,SA,
2025/02/20,2WX,BUFFALO,SD,US,UA,
2025/02/20,2XG,OFFSHORE ATLANTIC,OA,US,FD,
2025/02/20,30S,SHIP SHOAL 113,OG,US,NOTAM,
2025/02/20,30S,SHIP SHOAL 113,OG,US,SA,
2025/02/20,30S,SHIP SHOAL 113,OG,US,UA,
2025/02/20,33N,DOVER/CHESWOLD,DE,US,METAR,
2025/02/20,33N,DOVER/CHESWOLD,DE,US,SPECI,
2025/02/20,33V,WALDEN,CO,US,METAR,
2025/02/20,33V,WALDEN,CO,US,SPECI,
2025/02/20,35A,UNION,SC,US,METAR,
2025/02/20,36K,LAKIN,KS,US,METAR,
2025/02/20,36K,LAKIN,KS,US,SPECI,
2025/02/20,37C,GULF OF MEXICO,OG,US,NOTAM,
2025/02/20,37C,GULF OF MEXICO,OG,US,SA,
2025/02/20,37C,GULF OF MEXICO,OG,US,UA,
2025/02/20,3AU,AUGUSTA,KS,US,METAR,
2025/02/20,3AU,AUGUSTA,KS,US,SPECI,
2025/02/20,3B6,GULF OF MEXICO,LA,US,SA,
2025/02/20,3B6,GULF OF MEXICO,LA,US,UA,
2025/02/20,3D2,EPHRAIM,WI,US,METAR,
2025/02/20,3D2,EPHRAIM,WI,US,NOTAM,
2025/02/20,3D2,EPHRAIM,WI,US,UA,
2025/02/20,3D7,GULF OF MEXICO,OG,US,NOTAM,
2025/02/20,3D7,GULF OF MEXICO,OG,US,SA,
2025/02/20,3D7,GULF OF MEXICO,OG,US,UA,
2025/02/20,3E0,MIAMI,TX,US,METAR,
2025/02/20,3E0,MIAMI,TX,US,NOTAM,
2025/02/20,3E0,MIAMI,TX,US,SPECI,
2025/02/20,3E0,MIAMI,TX,US,UA,
2025/02/20,3F3,MANSFIELD,LA,US,METAR,
2025/02/20,3F3,MANSFIELD,LA,US,NOTAM,
2025/02/20,3F3,MANSFIELD,LA,US,UA,
2025/02/20,3HT,HARLOWTON,MT,US,NOTAM,
2025/02/20,3HT,HARLOWTON,MT,US,SA,
2025/02/20,3HT,HARLOWTON,MT,US,UA,
2025/02/20,3I2,POINT PLEASANT,WV,US,METAR,
2025/02/20,3I2,POINT PLEASANT,WV,US,SPECI,
2025/02/20,3J1,RIDGELAND,SC,US,METAR,
2025/02/20,3J1,RIDGELAND,SC,US,SA,
2025/02/20,3K3,SYRACUSE,KS,US,METAR,
2025/02/20,3K3,SYRACUSE,KS,US,NOTAM,
2025/02/20,3K3,SYRACUSE,KS,US,UA,
2025/02/20,3K7,LEOTI,KS,US,METAR,
2025/02/20,3K7,LEOTI,KS,US,NOTAM,
2025/02/20,3K8,COLDWATER,KS,US,NOTAM,
2025/02/20,3K8,COLDWATER,KS,US,UA,
2025/02/20,3L4,LITTLE PECAN,LA,US,METAR,
2025/02/20,3L4,LITTLE PECAN,LA,US,NOTAM,
2025/02/20,3LF,LITCHFIELD,IL,US,METAR,
2025/02/20,3LF,LITCHFIELD,IL,US,NOTAM,
2025/02/20,3LF,LITCHFIELD,IL,US,SPECI,
2025/02/20,3LF,LITCHFIELD,IL,US,UA,
2025/02/20,3N8,MAHNOMEN,MN,US,METAR,
2025/02/20,3N8,MAHNOMEN,MN,US,NOTAM,
2025/02/20,3N8,MAHNOMEN,MN,US,SPECI,
2025/02/20,3N8,MAHNOMEN,MN,US,UA,
2025/02/20,3R7,JENNINGS,LA,US,METAR,
2025/02/20,3R7,JENNINGS,LA,US,NOTAM,
2025/02/20,3R7,JENNINGS,LA,US,SPECI,
2025/02/20,3R7,JENNINGS,LA,US,UA,
2025/02/20,3S8,GRANTS PASS,OR,US,METAR,
2025/02/20,3S8,GRANTS PASS,OR,US,NOTAM,
2025/02/20,3T5,LA GRANGE,TX,US,METAR,
2025/02/20,3T5,LA GRANGE,TX,US,NOTAM,
2025/02/20,3T5,LA GRANGE,TX,US,SPECI,
2025/02/20,3T5,LA GRANGE,TX,US,UA,
2025/02/20,3TH,THOMPSON FALLS,MT,US,NOTAM,
2025/02/20,3TH,THOMPSON FALLS,MT,US,SA,
2025/02/20,3TH,THOMPSON FALLS,MT,US,UA,
2025/02/20,3U3,ANACONDA,MT,US,METAR,
2025/02/20,3U3,ANACONDA,MT,US,NOTAM,
2025/02/20,3U3,ANACONDA,MT,US,SPECI,
2025/02/20,3V8,VENICE,LA,US,NOTAM,
2025/02/20,3V8,VENICE,LA,US,UA,
2025/02/20,3W7,ELECTRIC CITY,WA,US,METAR,
2025/02/20,3W7,ELECTRIC CITY,WA,US,NOTAM,
2025/02/20,3W7,ELECTRIC CITY,WA,US,SPECI,
2025/02/20,40U,MANILA,UT,US,METAR,
2025/02/20,40U,MANILA,UT,US,SA,
2025/02/20,41I,GULF OF MEXICO,LA,US,SA,
2025/02/20,41I,GULF OF MEXICO,LA,US,UA,
2025/02/20,41U,MANTI,UT,US,METAR,
2025/02/20,41U,MANTI,UT,US,NOTAM,
2025/02/20,41U,MANTI,UT,US,UA,
2025/02/20,42A,MELBOURNE,AR,US,METAR,
2025/02/20,42A,MELBOURNE,AR,US,SPECI,
2025/02/20,42J,KEYSTONE HEIGHTS,FL,US,NOTAM,
2025/02/20,42J,KEYSTONE HEIGHTS,FL,US,SA,
2025/02/20,42J,KEYSTONE HEIGHTS,FL,US,UA,
2025/02/20,46D,CARRINGTON,ND,US,METAR,
2025/02/20,46D,CARRINGTON,ND,US,NOTAM,
2025/02/20,46D,CARRINGTON,ND,US,SA,
2025/02/20,46D,CARRINGTON,ND,US,UA,
2025/02/20,46U,ALPINE,WY,US,METAR,
2025/02/20,46U,ALPINE,WY,US,SPECI,
2025/02/20,48A,COCHRAN,GA,US,METAR,
2025/02/20,48A,COCHRAN,GA,US,NOTAM,
2025/02/20,48A,COCHRAN,GA,US,SPECI,
2025/02/20,48I,SUTTON,WV,US,METAR,
2025/02/20,48I,SUTTON,WV,US,NOTAM,
2025/02/20,48I,SUTTON,WV,US,SPECI,
2025/02/20,48I,SUTTON,WV,US,UA,
2025/02/20,48W,SANTA BARBARA,CA,US,METAR,
2025/02/20,48W,SANTA BARBARA,CA,US,SPECI,
2025/02/20,49A,ELLIJAY,GA,US,METAR,
2025/02/20,49A,ELLIJAY,GA,US,SPECI,
2025/02/20,49B,STURGIS,SD,US,METAR,
2025/02/20,49B,STURGIS,SD,US,NOTAM,
2025/02/20,49B,STURGIS,SD,US,SPECI,
2025/02/20,49Y,PRESTON,MN,US,METAR,
2025/02/20,49Y,PRESTON,MN,US,NOTAM,
2025/02/20,49Y,PRESTON,MN,US,SPECI,
2025/02/20,49Y,PRESTON,MN,US,UA,
2025/02/20,4A6,SCOTTSBORO,AL,US,METAR,
2025/02/20,4A6,SCOTTSBORO,AL,US,NOTAM,
2025/02/20,4A6,SCOTTSBORO,AL,US,UA,
2025/02/20,4A9,FORT PAYNE,AL,US,METAR,
2025/02/20,4A9,FORT PAYNE,AL,US,NOTAM,
2025/02/20,4A9,FORT PAYNE,AL,US,SPECI,
2025/02/20,4A9,FORT PAYNE,AL,US,UA,
2025/02/20,4BK,BROOKINGS,OR,US,NOTAM,
2025/02/20,4BK,BROOKINGS,OR,US,SA,
2025/02/20,4BK,BROOKINGS,OR,US,UA,
2025/02/20,4BL,BLANDING,UT,US,NOTAM,
2025/02/20,4BL,BLANDING,UT,US,SA,
2025/02/20,4BL,BLANDING,UT,US,UA,
2025/02/20,4BM,WILKERSON PASS,CO,US,NOTAM,
2025/02/20,4BM,WILKERSON PASS,CO,US,SA,
2025/02/20,4BM,WILKERSON PASS,CO,US,UA,
2025/02/20,4BQ,BROADUS,MT,US,NOTAM,
2025/02/20,4BQ,BROADUS,MT,US,SA,
2025/02/20,4BQ,BROADUS,MT,US,UA,
2025/02/20,4CR,CORONA,NM,US,NOTAM,
2025/02/20,4CR,CORONA,NM,US,SA,
2025/02/20,4CR,CORONA,NM,US,UA,
2025/02/20,4F2,CARTHAGE,TX,US,METAR,
2025/02/20,4F2,CARTHAGE,TX,US,NOTAM,
2025/02/20,4F2,CARTHAGE,TX,US,SPECI,
2025/02/20,4F2,CARTHAGE,TX,US,TAF,
2025/02/20,4F2,CARTHAGE,TX,US,UA,
2025/02/20,4I3,MOUNT VERNON,OH,US,METAR,
2025/02/20,4I3,MOUNT VERNON,OH,US,NOTAM,
2025/02/20,4I3,MOUNT VERNON,OH,US,SPECI,
2025/02/20,4I3,MOUNT VERNON,OH,US,UA,
2025/02/20,4I9,MOUNT GILEAD,OH,US,METAR,
2025/02/20,4I9,MOUNT GILEAD,OH,US,SPECI,
2025/02/20,4I9,MOUNT GILEAD,OH,US,TAF,
2025/02/20,4J3,GULF OF MEXICO,OG,US,FD,
2025/02/20,4KA,TUNUNAK,AK,US,METAR,
2025/02/20,4KA,TUNUNAK,AK,US,NOTAM,
2025/02/20,4KA,TUNUNAK,AK,US,SPECI,
2025/02/20,4M9,CORNING,AR,US,METAR,
2025/02/20,4MR,MELROSE,NM,US,METAR,
2025/02/20,4MR,MELROSE,NM,US,UA,
2025/02/20,4O4,IDABEL,OK,US,NOTAM,
2025/02/20,4O4,IDABEL,OK,US,SA,
2025/02/20,4O4,IDABEL,OK,US,UA,
2025/02/20,4R5,LA POINTE,WI,US,METAR,
2025/02/20,4R5,LA POINTE,WI,US,NOTAM,
2025/02/20,4R5,LA POINTE,WI,US,SPECI,
2025/02/20,4R5,LA POINTE,WI,US,UA,
2025/02/20,4S1,GOLD BEACH,OR,US,METAR,
2025/02/20,4S1,GOLD BEACH,OR,US,NOTAM,
2025/02/20,4S1,GOLD BEACH,OR,US,UA,
2025/02/20,4S2,HOOD RIVER,OR,US,METAR,
2025/02/20,4S2,HOOD RIVER,OR,US,NOTAM,
2025/02/20,4S2,HOOD RIVER,OR,US,SA,
2025/02/20,4S2,HOOD RIVER,OR,US,SPECI,
2025/02/20,4S2,HOOD RIVER,OR,US,UA,
2025/02/20,4SL,CUBA,NM,US,NOTAM,
2025/02/20,4SL,CUBA,NM,US,SA,
2025/02/20,4SL,CUBA,NM,US,UA,
2025/02/20,4SV,STREVELL,ID,US,NOTAM,
2025/02/20,4SV,STREVELL,ID,US,SA,
2025/02/20,4SV,STREVELL,ID,US,UA,
2025/02/20,4V0,RANGELY,CO,US,METAR,
2025/02/20,4V0,RANGELY,CO,US,NOTAM,
2025/02/20,4V1,WALSENBURG,CO,US,METAR,
2025/02/20,4V1,WALSENBURG,CO,US,NOTAM,
2025/02/20,4V1,WALSENBURG,CO,US,SA,
2025/02/20,4V1,WALSENBURG,CO,US,UA,
2025/02/20,4V9,NELIGH,NE,US,METAR,
2025/02/20,4V9,NELIGH,NE,US,SPECI,
2025/02/20,54A,PLACIDA,FL,US,METAR,
2025/02/20,54J,DEFUNIAK SPRINGS,FL,US,METAR,
2025/02/20,54J,DEFUNIAK SPRINGS,FL,US,NOTAM,
2025/02/20,54J,DEFUNIAK SPRINGS,FL,US,SA,
2025/02/20,54J,DEFUNIAK SPRINGS,FL,US,SPECI,
2025/02/20,54J,DEFUNIAK SPRINGS,FL,US,UA,
2025/02/20,57C,EAST TROY,WI,US,METAR,
2025/02/20,57C,EAST TROY,WI,US,NOTAM,
2025/02/20,57C,EAST TROY,WI,US,UA,
2025/02/20,59B,JACKMAN,ME,US,METAR,
2025/02/20,59B,JACKMAN,ME,US,NOTAM,
2025/02/20,59B,JACKMAN,ME,US,SPECI,
2025/02/20,59G,GREEN CANYON,OG,US,SA,
2025/02/20,59G,GREEN CANYON,OG,US,UA,
2025/02/20,59K,SANTA BARBARA,CA,US,METAR,
2025/02/20,59K,SANTA BARBARA,CA,US,SPECI,
2025/02/20,5A6,WINONA,MS,US,METAR,
2025/02/20,5A6,WINONA,MS,US,SPECI,
2025/02/20,5AC,GULF OF ALASKA,AK,US,FD,
2025/02/20,5AD,GULF OF ALASKA,AK,US,FD,
2025/02/20,5AE,GULF OF ALASKA,AK,US,FD,
2025/02/20,5AF,GULF OF ALASKA,AK,US,FD,
2025/02/20,5AG,GULF OF ALASKA,AK,US,FD,
2025/02/20,5B2,SARATOGA SPRINGS,NY,US,NOTAM,
2025/02/20,5B2,SARATOGA SPRINGS,NY,US,SA,
2025/02/20,5B2,SARATOGA SPRINGS,NY,US,UA,
2025/02/20,5C1,SAN ANTONIO,TX,US,METAR,
2025/02/20,5C1,SAN ANTONIO,TX,US,NOTAM,
2025/02/20,5C1,SAN ANTONIO,TX,US,SPECI,
2025/02/20,5C1,SAN ANTONIO,TX,US,UA,
2025/02/20,5H4,HARVEY,ND,US,METAR,
2025/02/20,5H4,HARVEY,ND,US,NOTAM,
2025/02/20,5H4,HARVEY,ND,US,SA,
2025/02/20,5H4,HARVEY,ND,US,UA,
2025/02/20,5I3,PIKEVILLE,KY,US,NOTAM,
2025/02/20,5I3,PIKEVILLE,KY,US,SA,
2025/02/20,5I3,PIKEVILLE,KY,US,UA,
2025/02/20,5R0,EAST ADDITION,TX,US,NOTAM,
2025/02/20,5R0,EAST ADDITION,TX,US,SA,
2025/02/20,5R0,EAST ADDITION,TX,US,UA,
2025/02/20,5R8,DE QUINCY,LA,US,NOTAM,
2025/02/20,5R8,DE QUINCY,LA,US,SA,
2025/02/20,5R8,DE QUINCY,LA,US,SPECI,
2025/02/20,5R8,DE QUINCY,LA,US,UA,
2025/02/20,5SM,SUNLIGHT MOUNTAIN,CO,US,NOTAM,
2025/02/20,5SM,SUNLIGHT MOUNTAIN,CO,US,SA,
2025/02/20,5SM,SUNLIGHT MOUNTAIN,CO,US,UA,
2025/02/20,5T1,GULF OF MEXICO,OG,US,SA,
2025/02/20,5T1,GULF OF MEXICO,OG,US,UA,
2025/02/20,5T9,EAGLE PASS,TX,US,METAR,
2025/02/20,5T9,EAGLE PASS,TX,US,UA,
2025/02/20,60R,NAVASOTA,TX,US,METAR,
2025/02/20,60R,NAVASOTA,TX,US,NOTAM,
2025/02/20,60R,NAVASOTA,TX,US,SPECI,
2025/02/20,61E,EAST CAMERON,LA,US,UA,
