EFF_DATE,SITE_NO,SITE_TYPE_CODE,FACILITY_TYPE,STATE_CODE,FACILITY_ID,CITY,COUNTRY_CODE,ICAO_ID,FACILITY_NAME,REGION_CODE,TWR_OPERATOR_CODE,TWR_CALL,TWR_HRS,PRIMARY_APCH_RADIO_CALL,APCH_P_PROVIDER,APCH_P_PROV_TYPE_CD,SECONDARY_APCH_RADIO_CALL,APCH_S_PROVIDER,APCH_S_PROV_TYPE_CD,PRIMARY_DEP_RADIO_CALL,DEP_P_PROVIDER,DEP_P_PROV_TYPE_CD,SECONDARY_DEP_RADIO_CALL,DEP_S_PROVIDER,DEP_S_PROV_TYPE_CD,CTL_FAC_APCH_DEP_CALLS,APCH_DEP_OPER_CODE,CTL_PRVDING_HRS,SECONDARY_CTL_PRVDING_HRS
2025/03/20,24226.1,A,NON-ATCT,TX,00R,LIVINGSTON,US,,LIVINGSTON MUNI,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,12385.2,A,NON-ATCT,MT,00U,HARDIN,US,,BIG HORN COUNTY,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,233.0,A,NON-ATCT,AL,02A,CLANTON,US,,CHILTON COUNTY,ASO,,,,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,17881.0,A,NON-ATCT,OH,02G,EAST LIVERPOOL,US,,COLUMBIANA COUNTY,AGL,,,,PITTSBURGH,PIT,A,,,,PITTSBURGH,PIT,A,,,,,,,
2025/03/20,11919.11,A,NON-ATCT,MO,03D,MEMPHIS,US,,MEMPHIS MEML,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,18744.0,A,NON-ATCT,OH,04G,YOUNGSTOWN,US,,LANSDOWNE,AGL,,,,YOUNGSTOWN,YNG,A,CLEVELAND ARTCC,ZOB,C,YOUNGSTOWN,YNG,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,10739.01,A,NON-ATCT,MN,04W,HINCKLEY,US,,FIELD OF DREAMS,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,10734.8,A,NON-ATCT,MN,04Y,HAWLEY,US,,HAWLEY MUNI,AGL,,,,FARGO,FAR,A,,,,FARGO,FAR,A,,,,,,,
2025/03/20,5327.0,A,NON-ATCT,IN,05C,GRIFFITH,US,,GRIFFITH-MERRILLVILLE,AGL,,,,CHICAGO,C90,T,,,,CHICAGO,C90,T,,,,,,,
2025/03/20,17433.7,A,NON-ATCT,ND,05D,NEW TOWN,US,,NEW TOWN MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,50610.82,A,NON-ATCT,AK,05K,PORT ALSWORTH,US,PAKX,WILDER RUNWAY,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,13054.0,A,NON-ATCT,NV,05U,EUREKA,US,,EUREKA,AWP,,,,,,,,,,,,,,,,,,,
2025/03/20,561.0,A,NON-ATCT,AL,06A,TUSKEGEE,US,,MOTON FLD MUNI,ASO,,,,ATLANTA,A80,T,ATLANTA ARTCC,ZTL,C,ATLANTA,A80,T,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,17454.0,A,NON-ATCT,ND,06D,ROLLA,US,,ROLLA MUNI/LEONARD KRECH FLD,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,3258.721,A,ATCT,FL,06FA,JUPITER,US,,WILLIAM P GWINN,ASO,P,GWINN,0800-1600 MON-FRI.,,,,,,,,,,,,,,,,
2025/03/20,15684.0,A,NON-ATCT,NY,06N,MIDDLETOWN,US,,RANDALL,AEA,,,,NEW YORK,N90,T,,,,NEW YORK,N90,T,,,,,,,
2025/03/20,565.0,A,NON-ATCT,AL,07A,UNION SPRINGS,US,,FRANKLIN FLD,ASO,,,,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,23948.0,A,NON-ATCT,TX,07F,GLADEWATER,US,,GLADEWATER MUNI,ASW,,,,LONGVIEW,GGG,A,FORT WORTH ARTCC,ZFW,C,LONGVIEW,GGG,A,FORT WORTH ARTCC,ZFW,C,,,,
2025/03/20,12671.2,A,NON-ATCT,NE,07K,CENTRAL CITY,US,,CENTRAL CITY MUNI/LARRY REINEKE FLD,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,12375.1,A,NON-ATCT,MT,07MT,GLASGOW,US,,GLASGOW INDUSTRIAL,ANM,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,590.0,A,NON-ATCT,AL,08A,WETUMPKA,US,,WETUMPKA MUNI,ASO,,,,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,17463.01,A,NON-ATCT,ND,08D,STANLEY,US,,STANLEY MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,12753.0,A,NON-ATCT,NE,08K,HARVARD,US,,HARVARD STATE,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,8662.02,H,NON-ATCT,MD,08MD,TOWSON,US,,ST JOSEPH HOSPITAL,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,20736.0,A,NON-ATCT,PA,08N,LEBANON,US,,KELLER BROTHERS,AEA,,,,HARRISBURG,MDT,A,,,,HARRISBURG,MDT,A,,,,,,,
2025/03/20,22077.0,A,NON-ATCT,RI,08R,WEST KINGSTON,US,,RICHMOND,ANE,,,,,,,,,,,,,,,,,,,
2025/03/20,199.1,A,NON-ATCT,AL,09A,BUTLER,US,,BUTLER/CHOCTAW COUNTY,ASO,,,,MERIDIAN,NMM,A,ATLANTA ARTCC,ZTL,C,MERIDIAN,NMM,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,3855.4,A,NON-ATCT,GA,09J,JEKYLL ISLAND,US,,JEKYLL ISLAND,ASO,,,,JACKSONVILLE ARTCC,ZJX,C,,,,JACKSONVILLE ARTCC,ZJX,C,,,,,,,
2025/03/20,23187.2,A,NON-ATCT,TN,0A3,SMITHVILLE,US,,SMITHVILLE MUNI,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,218.7,A,NON-ATCT,AL,0A8,CENTREVILLE,US,,BIBB COUNTY,ASO,,,,ATLANTA ARTCC,ZTL,C,,,,ATLANTA ARTCC,ZTL,C,,,,,,,
2025/03/20,22960.2,A,NON-ATCT,TN,0A9,ELIZABETHTON,US,,ELIZABETHTON MUNI,ASO,,,,TRI CITY,TRI,A,ATLANTA ARTCC,ZTL,C,TRI CITY,TRI,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,50222.0,A,NON-ATCT,AK,0AA4,FAREWELL,US,,FAREWELL,AAL,,,,ANCHORAGE ARTCC,ZAN,C,,,,ANCHORAGE ARTCC,ZAN,C,,,,,,,
2025/03/20,7840.0,A,NON-ATCT,ME,0B1,BETHEL,US,,BETHEL RGNL,ANE,,,,PORTLAND,PWM,A,BOSTON ARTCC,ZBW,C,PORTLAND,PWM,A,BOSTON ARTCC,ZBW,C,,,,
2025/03/20,12752.4,A,NON-ATCT,NE,0B4,HARTINGTON,US,,HARTINGTON MUNI/BUD BECKER FLD,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,9090.0,A,NON-ATCT,MA,0B5,MONTAGUE,US,,TURNERS FALLS,ANE,,,,BOSTON ARTCC,ZBW,C,,,,BOSTON ARTCC,ZBW,C,,,,,,,
2025/03/20,15242.0,A,NON-ATCT,NY,0B8,FISHERS ISLAND,US,,ELIZABETH FLD,AEA,,,,PROVIDENCE,PVD,A,BOSTON ARTCC,ZBW,C,PROVIDENCE,PVD,A,BOSTON ARTCC,ZBW,C,,,,
2025/03/20,12878.1,A,NON-ATCT,NE,0C4,PENDER,US,,PENDER MUNI,ACE,,,,SIOUX CITY,SUX,A,MINNEAPOLIS ARTCC,ZMP,C,SIOUX CITY,SUX,A,MINNEAPOLIS ARTCC,ZMP,C,,,,
2025/03/20,22686.8,A,NON-ATCT,SD,0D8,GETTYSBURG,US,,GETTYSBURG MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,14665.32,A,NON-ATCT,NM,0E0,MORIARTY,US,,MORIARTY MUNI,ASW,,,,ALBUQUERQUE ARTCC,ZAB,C,,,,ALBUQUERQUE ARTCC,ZAB,C,,,,,,,
2025/03/20,23469.2,A,NON-ATCT,TX,0F2,BOWIE,US,,BOWIE MUNI,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,12805.22,A,NON-ATCT,NE,0F4,LOUP CITY,US,,LOUP CITY MUNI,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,12944.01,A,NON-ATCT,NE,0G3,TECUMSEH,US,,TECUMSEH MUNI,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,17653.1,A,NON-ATCT,OH,0G6,BRYAN,US,,WILLIAMS COUNTY,AGL,,,,TOLEDO,TOL,A,,,,TOLEDO,TOL,A,,,,,,,
2025/03/20,16144.0,A,NON-ATCT,NY,0G7,SENECA FALLS,US,,FINGER LAKES RGNL,AEA,,,,ELMIRA,ELM,A,NEW YORK ARTCC,ZNY,C,SYRACUSE,SYR,A,,,,,,,
2025/03/20,6948.51,A,NON-ATCT,KS,0H1,WAKEENEY,US,,TREGO WAKEENEY,ACE,,,,DENVER ARTCC,ZDV,C,,,,DENVER ARTCC,ZDV,C,,,,,,,
2025/03/20,5140.11,A,NON-ATCT,IN,0I2,BRAZIL,US,,BRAZIL CLAY COUNTY,AGL,,,,HULMAN,HUF,A,,,,HULMAN,HUF,A,,,,,,,
2025/03/20,7097.0,A,NON-ATCT,KY,0I8,CYNTHIANA,US,,CYNTHIANA-HARRISON COUNTY,ASO,,,,LEXINGTON,LEX,A,,,,LEXINGTON,LEX,A,,,,,,,
2025/03/20,308.5,A,NON-ATCT,AL,0J4,FLORALA,US,,FLORALA MUNI,ASO,,,,CAIRNS,OZR,A,,,,CAIRNS,OZR,A,,,,,,,
2025/03/20,954.1,A,NON-ATCT,AR,0M0,DUMAS,US,,BILLY FREE MUNI,ASW,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,23006.0,A,NON-ATCT,TN,0M3,HOHENWALD,US,,PAUL BRIDGES FLD,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,22890.1,A,NON-ATCT,TN,0M4,CAMDEN,US,,BENTON COUNTY,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,23240.1,A,NON-ATCT,TN,0M5,WAVERLY,US,,HUMPHREYS COUNTY,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,8456.012,H,NON-ATCT,MD,0MD3,BALTIMORE,US,,JOHNS HOPKINS HOSPITAL,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,17066.1,H,NON-ATCT,NC,0NC5,ROCKY MOUNT,US,,NASH GENERAL HOSPITAL,ASO,,,,,,,,,,,,,,,,,,,
2025/03/20,18394.02,A,NON-ATCT,OH,0OH8,PIQUA,US,,FRY,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,21427.0,H,NON-ATCT,PA,0PA8,SCRANTON,US,,GEISINGER COMMUNITY MEDICAL CENTER NAP,AEA,,,,WILKES-BARRE,AVP,A,,,,WILKES-BARRE,AVP,A,,,,,,,
2025/03/20,20355.06,H,NON-ATCT,PA,0PS8,ERIE,US,,UPMC HAMOT BAYFRONT GARAGE,AEA,,,,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,11191.0,A,NON-ATCT,MS,0R0,COLUMBIA,US,,COLUMBIA/MARION COUNTY,ASO,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,140.1,A,NON-ATCT,AL,0R1,ATMORE,US,,ATMORE MUNI,ASO,,,,PENSACOLA,P31,T,,,,PENSACOLA,P31,T,,,,,,,
2025/03/20,7764.1,A,NON-ATCT,LA,0R4,VIDALIA,US,,CONCORDIA PARISH,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,7793.0,A,NON-ATCT,LA,0R5,WINNFIELD,US,,DAVID G JOYCE,ASW,,,,POLK,POE,A,,,,POLK,POE,A,,,,,,,
2025/03/20,7477.2,A,NON-ATCT,LA,0R7,COUSHATTA,US,,THE RED RIVER,ASW,,,,POLK,POE,A,,,,POLK,POE,A,,,,,,,
2025/03/20,23965.31,A,NON-ATCT,TX,0TX1,GRANBURY,US,,PECAN PLANTATION,ASW,,,,,,,,,,,,,,,,,,,
2025/03/20,4255.0,A,NON-ATCT,ID,0U9,MIDVALE,US,,LEE WILLIAMS MEML,ANM,,,,,,,,,,,,,,,,,,,
2025/03/20,12817.0,A,NON-ATCT,NE,0V3,MINDEN,US,,PIONEER VILLAGE FLD,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,25658.13,A,NON-ATCT,VA,0V4,BROOKNEAL,US,,BROOKNEAL/CAMPBELL COUNTY,AEA,,,,ROANOKE,ROA,A,,,,ROANOKE,ROA,A,,,,,,,
2025/03/20,25836.4,A,NON-ATCT,VA,0VG,JONESVILLE,US,,LEE COUNTY,AEA,,,,ATLANTA ARTCC,ZTL,C,,,,ATLANTA ARTCC,ZTL,C,,,,,,,
2025/03/20,8491.0,A,NON-ATCT,MD,0W3,CHURCHVILLE,US,,HARFORD COUNTY,AEA,,,,POTOMAC,PCT,T,,,,POTOMAC,PCT,T,,,,,,,
2025/03/20,23906.01,A,NON-ATCT,TX,0XA4,FREER,US,,SEVEN C'S RANCH,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,4715.0,A,NON-ATCT,IL,10C,GREENWOOD/WONDER LAKE,US,,GALT FLD,AGL,,,,CHICAGO,C90,T,,,,CHICAGO,C90,T,,,,,,,
2025/03/20,18205.1,A,NON-ATCT,OH,10G,MILLERSBURG,US,,HOLMES COUNTY,AGL,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,8084.26,H,NON-ATCT,ME,10ME,LINCOLN,US,,PVH,ANE,,,,BOSTON ARTCC,ZBW,C,,,,BOSTON ARTCC,ZBW,C,,,,,,,
2025/03/20,13106.0,A,NON-ATCT,NV,10U,OWYHEE,US,,OWYHEE,AWP,,,,SALT LAKE ARTCC,ZLC,C,,,,SALT LAKE ARTCC,ZLC,C,,,,,,,
2025/03/20,234.0,A,NON-ATCT,AL,11A,CLAYTON,US,,CLAYTON MUNI,ASO,,,,CAIRNS,OZR,A,ATLANTA ARTCC,ZTL,C,CAIRNS,OZR,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,18642.21,H,NON-ATCT,OH,11OH,WASHINGTON COURT HOUSE,US,,FAYETTE COUNTY MEML HOSPITAL,AGL,,,,COLUMBUS,CMH,A,,,,COLUMBUS,CMH,A,,,,,,,
2025/03/20,23485.1,A,NON-ATCT,TX,11R,BRENHAM,US,,BRENHAM MUNI,ASW,,,,HOUSTON,I90,T,,,,HOUSTON,I90,T,,,,,,,
2025/03/20,11028.4,A,NON-ATCT,MN,12D,TOWER,US,,TOWER MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,18496.0,A,NON-ATCT,OH,12G,SHELBY,US,,SHELBY COMMUNITY,AGL,,,,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,186.0,A,NON-ATCT,AL,12J,BREWTON,US,,BREWTON MUNI,ASO,,,,PENSACOLA,P31,T,,,,PENSACOLA,P31,T,,,,,,,
2025/03/20,12940.0,A,NON-ATCT,NE,12K,SUPERIOR,US,,SUPERIOR MUNI,ACE,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,13478.1,A,NON-ATCT,NJ,12N,ANDOVER,US,,AEROFLEX/ANDOVER,AEA,,,,NEWARK,PHL,A,,,,NEWARK,PHL,A,,,,,,,
2025/03/20,17834.01,H,NON-ATCT,OH,12OA,DEFIANCE,US,,DEFIANCE RGNL MEDICAL CENTER,AGL,,,,TOLEDO,TOL,A,,,,TOLEDO,TOL,A,,,,,,,
2025/03/20,26752.0,A,NON-ATCT,WV,12V,MILTON,US,,ONA AIRPARK,AEA,,,,HUNTINGTON,HTS,A,CHARLESTON,CRW,A,HUNTINGTON,HTS,A,CHARLESTON,CRW,A,,,,
2025/03/20,10005.0,A,NON-ATCT,MI,13C,LAKEVIEW,US,,LAKEVIEW/GRIFFITH FLD,AGL,,,,GREAT LAKES,AZO,A,CHICAGO ARTCC,ZAU,C,GREAT LAKES,AZO,A,CHICAGO ARTCC,ZAU,C,,,,
2025/03/20,6589.0,A,NON-ATCT,KS,13K,EUREKA,US,,LT WILLIAM M MILLIKEN,ACE,,,,KANSAS CITY ARTCC,ZKC,C,,,,KANSAS CITY ARTCC,ZKC,C,,,,,,,
2025/03/20,17024.0,A,ATCT,NC,13NC,POLLOCKSVILLE,US,,OAK GROVE MCOLF,ASO,N,OAK GROVE,BY NOTAM,CHERRY POINT,NKT,A,,,,CHERRY POINT,NKT,A,,,,,,,
2025/03/20,21590.01,A,NON-ATCT,PA,13PA,TIDIOUTE,US,,RIGRTONA,AEA,,,,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,BUFFALO,BUF,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,16929.11,A,NON-ATCT,NC,14A,MOORESVILLE,US,,LAKE NORMAN AIRPARK,ASO,,,,CHARLOTTE,CLT,A,,,,CHARLOTTE,CLT,A,,,,,,,
2025/03/20,17932.1,A,NON-ATCT,OH,14G,FREMONT,US,,FREMONT,AGL,,,,TOLEDO,TOL,A,,,,TOLEDO,TOL,A,,,,,,,
2025/03/20,24602.0,A,NON-ATCT,TX,14TS,REALITOS,US,,O S WYATT,ASW,,,,HOUSTON ARTCC,ZHU,C,,,,HOUSTON ARTCC,ZHU,C,,,,,,,
2025/03/20,10797.3,A,NON-ATCT,MN,14Y,LONG PRAIRIE,US,,TODD FLD,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,24015.12,A,NON-ATCT,TX,15F,HASKELL,US,,HASKELL MUNI,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,3611.0,A,NON-ATCT,GA,15J,ADEL,US,,COOK COUNTY,ASO,,,,VALDOSTA,VAD,A,JACKSONVILLE ARTCC,ZJX,C,VALDOSTA,VAD,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,11276.0,A,NON-ATCT,MS,15M,IUKA,US,,SEGARS FLD,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,10903.0,A,NON-ATCT,MN,16D,PERHAM,US,,PERHAM MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,18565.0,A,NON-ATCT,OH,16G,TIFFIN,US,,SENECA COUNTY,AGL,,,,TOLEDO,TOL,A,,,,TOLEDO,TOL,A,,,,,,,
2025/03/20,3756.0,A,NON-ATCT,GA,16J,DAWSON,US,,DAWSON MUNI,ASO,,,,JACKSONVILLE ARTCC,ZJX,C,,,,JACKSONVILLE ARTCC,ZJX,C,,,,,,,
2025/03/20,8221.16,H,NON-ATCT,ME,16ME,PRESQUE ISLE,US,,AR GOULD HOSPITAL,ANE,,,,BOSTON ARTCC,ZBW,C,,,,BOSTON ARTCC,ZBW,C,,,,,,,
2025/03/20,17656.0,A,NON-ATCT,OH,17G,BUCYRUS,US,,PORT BUCYRUS/CRAWFORD COUNTY,AGL,,,,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,,,,
2025/03/20,3758.0,A,NON-ATCT,GA,17J,DONALSONVILLE,US,,DONALSONVILLE MUNI,ASO,,,,CAIRNS,OZR,A,JACKSONVILLE ARTCC,ZJX,C,CAIRNS,OZR,A,JACKSONVILLE ARTCC,ZJX,C,,,,
2025/03/20,18825.0,A,NON-ATCT,OK,17K,BOISE CITY,US,,BOISE CITY,ASW,,,,ALBUQUERQUE ARTCC,ZAB,C,,,,ALBUQUERQUE ARTCC,ZAB,C,,,,,,,
2025/03/20,11324.2,A,NON-ATCT,MS,17M,MAGEE,US,,MAGEE MUNI,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,13640.1,A,NON-ATCT,NJ,17N,CROSS KEYS,US,,CROSS KEYS,AEA,,,,PHILADELPHIA,PHL,A,,,,PHILADELPHIA,PHL,A,,,,,,,
2025/03/20,23781.1,A,NON-ATCT,TX,17XS,DUBLIN,US,,QUAHADI RANCH,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,3703.6,A,NON-ATCT,GA,18A,CANON,US,,FRANKLIN-HART,ASO,,,,ATLANTA ARTCC,ZTL,C,,,,ATLANTA ARTCC,ZTL,C,,,,,,,
2025/03/20,7339.0,A,NON-ATCT,KY,18I,PINE KNOT,US,,MC CREARY COUNTY,ASO,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,11299.51,A,NON-ATCT,MS,19M,LEXINGTON,US,,C A MOORE,ASO,,,,MEMPHIS ARTCC,ZME,C,,,,MEMPHIS ARTCC,ZME,C,,,,,,,
2025/03/20,13536.0,A,NON-ATCT,NJ,19N,BERLIN,US,,PINE VALLEY,AEA,,,,MC GUIRE,WRI,A,,,,MC GUIRE,WRI,A,,,,,,,
2025/03/20,22925.0,A,NON-ATCT,TN,1A3,COPPERHILL,US,,MARTIN CAMPBELL FLD,ASO,,,,ATLANTA ARTCC,ZTL,C,,,,ATLANTA ARTCC,ZTL,C,,,,,,,
2025/03/20,16731.1,A,NON-ATCT,NC,1A5,FRANKLIN,US,,MACON COUNTY,ASO,,,,ATLANTA ARTCC,ZTL,C,,,,ATLANTA ARTCC,ZTL,C,,,,,,,
2025/03/20,7274.0,A,NON-ATCT,KY,1A6,MIDDLESBORO,US,,MIDDLESBORO/BELL COUNTY,ASO,,,,INDIANAPOLIS ARTCC,ZID,C,,,,INDIANAPOLIS ARTCC,ZID,C,,,,,,,
2025/03/20,481.91,A,NON-ATCT,AL,1A9,PRATTVILLE,US,,PRATTVILLE/GROUBY FLD,ASO,,,,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,MONTGOMERY,MGM,A,ATLANTA ARTCC,ZTL,C,,,,
2025/03/20,7939.0,A,NON-ATCT,ME,1B0,DEXTER,US,,DEXTER RGNL,ANE,,,,BANGOR,BGR,A,,,,BANGOR,BGR,A,,,,,,,
2025/03/20,15457.1,A,NON-ATCT,NY,1B1,HUDSON,US,,COLUMBIA COUNTY,AEA,,,,ALBANY,ALB,A,,,,ALBANY,ALB,A,,,,,,,
2025/03/20,8894.0,A,NON-ATCT,MA,1B2,EDGARTOWN,US,,KATAMA AIRPARK,ANE,,,,BOSTON,A90,T,,,,BOSTON,A90,T,,,,,,,
2025/03/20,8977.0,A,NON-ATCT,MA,1B6,HOPEDALE,US,,HOPEDALE INDUSTRIAL PARK,ANE,,,,BRADLEY,Y90,T,,,,BRADLEY,Y90,T,,,,,,,
2025/03/20,9054.0,A,NON-ATCT,MA,1B9,MANSFIELD,US,,MANSFIELD MUNI,ANE,,,,BOSTON,A90,T,,,,BOSTON,A90,T,,,,,,,
2025/03/20,4933.51,A,NON-ATCT,IL,1C1,PAXTON,US,,PAXTON,AGL,,,,CHAMPAIGN,CMI,A,CHICAGO ARTCC,ZAU,C,CHAMPAIGN,CMI,A,CHICAGO ARTCC,ZAU,C,,,,
2025/03/20,4444.0,A,NON-ATCT,IL,1C5,BOLINGBROOK,US,,BOLINGBROOK'S CLOW INTL,AGL,,,,CHICAGO,C90,T,,,,CHICAGO,C90,T,,,,,,,
2025/03/20,22736.0,A,NON-ATCT,SD,1D1,MILBANK,US,,MILBANK MUNI,AGL,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,MINNEAPOLIS ARTCC,ZMP,C,,,,,,,
2025/03/20,10228.0,A,NON-ATCT,MI,1D2,PLYMOUTH,US,,CANTON-PLYMOUTH-METTETAL,AGL,,,,DETROIT,D21,T,,,,DETROIT,D21,T,,,,,,,
2025/03/20,18796.0,A,NON-ATCT,OK,1F0,ARDMORE,US,,ARDMORE DOWNTOWN EXEC,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,19083.11,A,NON-ATCT,OK,1F4,MADILL,US,,MADILL MUNI,ASW,,,,FORT WORTH ARTCC,ZFW,C,,,,FORT WORTH ARTCC,ZFW,C,,,,,,,
2025/03/20,17620.0,A,NON-ATCT,OH,1G0,BOWLING GREEN,US,,WOOD COUNTY,AGL,,,,TOLEDO,TOL,A,,,,TOLEDO,TOL,A,,,,,,,
2025/03/20,17899.4,A,NON-ATCT,OH,1G1,ELYRIA,US,,ELYRIA,AGL,,,,CLEVELAND,CLE,A,,,,CLEVELAND,CLE,A,,,,,,,
2025/03/20,18061.0,A,NON-ATCT,OH,1G3,KENT,US,,KENT STATE UNIVERSITY,AGL,,,,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,CLEVELAND,CLE,A,CLEVELAND ARTCC,ZOB,C,,,,
